Type,Question,Answer,NumberPoints,StartBook,StartChapter,StartVerse,EndBook,EndChapter,EndVerse
bible-qna,Who can receive nothing unless it has been given to him from heaven?,A man of the Pharisees; a ruler of the Jews,1,John,3,27,John,3,27
bible-qna,"Unless it has been given to him from heaven, what can a man receive?",Nothing,1,John,3,27,John,3,27
bible-qna,"Who bears ""me"" witness?","""You yourselves""",1,John,3,28,John,3,28
bible-qna,"What am ""I"" not?",The Christ,1,John,3,28,John,3,28
bible-qna,"When was ""I"" sent?",Before Him,1,John,3,28,John,3,28
bible-qna,"What do ""you yourselves"" bear?",Witness,1,John,3,28,John,3,28
bible-qna,Who has the bride?,The bridegroom,1,John,3,29,John,3,29
bible-qna,Why de sthe friend fo the bridegroom rejoice greatly?,The bridegroom's voice,1,John,3,29,John,3,29
bible-qna,What is fulfilled?,This joy of mine,1,John,3,29,John,3,29
bible-qna,Who must increase?,He must increase,1,John,3,30,John,3,30
bible-qna,Who must decrease?,I must decrease,1,John,3,30,John,3,30
bible-qna,What is He above who comes?,All,1,John,3,31,John,3,31
bible-qna,What does he who is of the earth speak of?,The earth,1,John,3,31,John,3,31
bible-qna,What is He who comes from heaven above?,All,1,John,3,31,John,3,31
bible-qna,What does He do with what He has seen an dheard?,He testifies,1,John,3,32,John,3,32
bible-qna,What does no one receive?,His testimony,1,John,3,32,John,3,32
bible-qna,How many receive His testimony?,No one,1,John,3,32,John,3,32
bible-qna,What two things does He testify?,What He has seen and heard,1,John,3,32,John,3,32
bible-qna,Who has certified that God is true?,He who has received His testimony,1,John,3,33,John,3,33
bible-qna,What has he who has received His testimony done?,Certified that God is true,1,John,3,33,John,3,33
bible-qna,Who is certified as true?,God,1,John,3,33,John,3,33
bible-qna,What is received in order to certify that God is true?,His testimony,1,John,3,33,John,3,33
bible-qna,Who speaks the words of God?,He whom God has sent,1,John,3,34,John,3,34
bible-qna,What does He whom God has sent speak?,The words of God,1,John,3,34,John,3,34
bible-qna,What does God not give?,The Spirit by measure,1,John,3,34,John,3,34
bible-qna,Who does not give the Spirit by measure?,God,1,John,3,34,John,3,34
bible-qna,Who loves the Son?,The Father,1,John,3,35,John,3,35
bible-qna,Who does the Father love?,The Son,1,John,3,35,John,3,35
bible-qna,What has the Father given?,All things into His hand,1,John,3,35,John,3,35
bible-qna,Into what has the Father given all things?,His hand,1,John,3,35,John,3,35
bible-qna,What does he have who believes in the Son?,Everlasting life,1,John,3,36,John,3,36
bible-qna,What shall he not see who does not believe the Son?,Life,1,John,3,36,John,3,36
bible-qna,What abides on him who does not believe?,The wrath of God,1,John,3,36,John,3,36
bible-qna,Who has everlasting life?,He who believes in the Son,1,John,3,36,John,3,36
bible-qna,What did the Lord know?,That the Pharisees had heard that Jesus made and baptized more disciples than John,1,John,4,1,John,4,1
bible-qna,Who heard that Jesus made and baptized more disciples than John?,The Pharisees,1,John,4,1,John,4,1
bible-qna,Who baptized more disciples than John?,Jesus,1,John,4,1,John,4,1
bible-qna,Who knew that the Pharisees had heard that Jesus made and baptized more disciples than John? Be specific.,The Lord,1,John,4,1,John,4,1
bible-qna,Who did not baptize?,Jesus Himself,1,John,4,2,John,4,2
bible-qna,Who did the baptizing?,His disciples,1,John,4,2,John,4,2
bible-qna,What did His disciples do?,Baptize,1,John,4,2,John,4,2
bible-qna,What did Jesus Himself not do?,Baptize,1,John,4,2,John,4,2
bible-qna,Where did He leave?,Judea,1,John,4,3,John,4,3
bible-qna,Where did He depart again to?,Galilee,1,John,4,3,John,4,3
bible-qna,Where did He leave before departing again to Galilee?,Judea,1,John,4,3,John,4,3
bible-qna,Where did He go after leaving Judea?,Galilee,1,John,4,3,John,4,3
bible-qna,What did He need to go through?,Samaria,1,John,4,4,John,4,4
bible-qna,Who needed to go through Samaria?,"""He"" did",1,John,4,4,John,4,4
bible-qna,Where did He need to go?,Through Samaria,1,John,4,4,John,4,4
bible-qna,What was the city's name in Samaria that He came to?,Sychar,1,John,4,5,John,4,5
bible-qna,Where was Sychar located?,Near the plot of ground that Jacob gave to his son Joseph,1,John,4,5,John,4,5
bible-qna,Which one of Jacob's sons had a plot of ground near Sychar that was given to him?,Joseph,1,John,4,5,John,4,5
bible-qna,What is Sychar?,A city of Samaria,1,John,4,5,John,4,5
bible-qna,What was there (in Sychar)?,Jacob's well,1,John,4,6,John,4,6
bible-qna,How is Jesus described?,Wearied from His journey,1,John,4,6,John,4,6
bible-qna,Where did Jesus sit?,By the well,1,John,4,6,John,4,6
bible-qna,When did Jesus sit by the well?,About the sixth hour,1,John,4,6,John,4,6
bible-qna,Who came to draw water?,A woman of Smaria,1,John,4,7,John,4,7
bible-qna,"Who said to her, ""Give Me a drink.""?",Jesus,1,John,4,7,John,4,7
bible-qna,What did the woman of Samaria come to do?,Draw water,1,John,4,7,John,4,7
bible-qna,What did Jesus say to her?,"""Give me a drink.""",1,John,4,7,John,4,7
bible-qna,Where had His disciples gone?,Away into the city,1,John,4,8,John,4,8
bible-qna,Why had His disciples gone away into the city?,To buy food,1,John,4,8,John,4,8
bible-qna,Who had gone away into the city?,His disciples,1,John,4,8,John,4,8
bible-qna,Where had they gone away to buy food?,Into the city,1,John,4,8,John,4,8
bible-qna,Who has no dealings with Samaritans?,Jews,1,John,4,9,John,4,9
bible-qna,What do Jews not have with Samaritans?,Dealings,1,John,4,9,John,4,9
bible-qna,What question did the woman of Samaria ask?,"""How is it that You, being a Jew, ask a drink from me, a Samaritan woman?""",1,John,4,9,John,4,9
bible-qna,"Who said, ""How is it that You, being a Jew, ask a drink from me, a Samaritan woman?""",The woman of Samaria,1,John,4,9,John,4,9
bible-qna,What would He have given you?,Living water,1,John,4,10,John,4,10
bible-qna,What two things needed to happen for her to ask Him and for Him to give her living water?,"Know the gift of God; know who it is who says to you, ""Give me a drink""",1,John,4,10,John,4,10
bible-qna,What kind of water would have been given?,Living water,1,John,4,10,John,4,10
bible-qna,"Who said the phrase starting with, ""If you knew the gift of God...""?",Jesus,1,John,4,10,John,4,10
bible-qna,How is the well described?,Deep,1,John,4,11,John,4,11
bible-qna,What question does the woman ask after saying that the well is deep?,"""Where then do You get that living water?""",1,John,4,11,John,4,11
bible-qna,"Who asked, ""Where then do You get that living water?""",The woman,1,John,4,11,John,4,11
bible-qna,"What does the woman say that ""You"" have?",Nothing to draw with,1,John,4,11,John,4,11
bible-qna,"Who gave ""us"" the well?",Our father Jacob,1,John,4,12,John,4,12
bible-qna,"What did ""our father Jacob"" give ""us""?",The well,1,John,4,12,John,4,12
bible-qna,"What did ""himself"", ""his sons"", and ""his livestock"" drink from?",The well,1,John,4,12,John,4,12
bible-qna,Who will thirst again?,Whoever drinks of this water,1,John,4,13,John,4,13
bible-qna,What will happen if they drink of this water?,They will thirst again,1,John,4,13,John,4,13
bible-qna,"Who said, ""Whoever drinks fo this water will thirst again.""?",Jesus,1,John,4,13,John,4,13
bible-qna,What do they drink that causes them to thirst again?,This water,1,John,4,13,John,4,13
bible-qna,"What happens to those who drink of the water that ""I shall give him""?",They will never thirst,1,John,4,14,John,4,14
bible-qna,"What happesn to the water that ""I shall give him""?",It will become in him a fountain of water springing up into everlasting life,1,John,4,14,John,4,14
bible-qna,What springs up into everlasting life?,A fountain of water,1,John,4,14,John,4,14
bible-qna,Who will never thirst?,Whoever drinks of the water that I shall give him,1,John,4,14,John,4,14
bible-qna,What does the woman say to Him?,"""Sir, give me this water, that I may not thirst, nor come here to draw.""",1,John,4,15,John,4,15
bible-qna,What title does the woman use to address Him?,"""Sir""",1,John,4,15,John,4,15
bible-qna,What are the two results that the woman says will happen after she is given the water?,"""That I may not thirst""; ""Nor come here to draw""",1,John,4,15,John,4,15
bible-qna,What command does she give Him?,"""Give me this water""",1,John,4,15,John,4,15
bible-qna,Who was she to call?,Her husband,1,John,4,16,John,4,16
bible-qna,Where was she to come after calling her husband?,Here,1,John,4,16,John,4,16
bible-qna,"Who said to her, ""Go, call your husband, and come here.""?",Jesus,1,John,4,16,John,4,16
bible-qna,What did the woman say she did not have?,No husband,1,John,4,17,John,4,17
bible-qna,"Who said, ""I have no husband.""?",The woman,1,John,4,17,John,4,17
bible-qna,"Who said, ""You have well said, 'I have no husband.'""?",Jesus,1,John,4,17,John,4,17
bible-qna,How many husbands has she had?,Five,1,John,4,18,John,4,18
bible-qna,"Who is not ""your"" husband?","The one whom ""you"" now have",1,John,4,18,John,4,18
bible-qna,What has she had five of?,Husbands,1,John,4,18,John,4,18
bible-qna,"How is the one whom ""you"" now have described?",Not your husband,1,John,4,18,John,4,18
bible-qna,What does the woman perceive?,"""That You are a prophet""",1,John,4,19,John,4,19
bible-qna,What title does the woman use to address Him?,"""Sir""",1,John,4,19,John,4,19
bible-qna,"Who said, ""Sir, I perceive that You are a prophet.""?",The woman,1,John,4,19,John,4,19
bible-qna,Who worshiped on this mountain?,Our fathers,1,John,4,20,John,4,20
bible-qna,"What do ""you Jews"" say?",In Jerusalem is the place where one ought to worship,1,John,4,20,John,4,20
bible-qna,Who says that Jerusalem is the place where one ought to worship?,"""You Jews""",1,John,4,20,John,4,20
bible-qna,"What did ""our fathers"" do on this mountain?",worshiped,1,John,4,20,John,4,20
bible-qna,What command did Jesus say to her?,"""Believe Me""",1,John,4,21,John,4,21
bible-qna,"What will ""you"" not do on this mountain or in Jerusalem?",Worship the Father,1,John,4,21,John,4,21
bible-qna,What is coming?,"The hour...when you will neither on this mountain, nor in Jerusalem, worship the Father",1,John,4,21,John,4,21
bible-qna,"What do ""You"" worship?","""What you do not know""",1,John,4,22,John,4,22
bible-qna,"What do ""we"" know?","""What we worship""",1,John,4,22,John,4,22
bible-qna,Who is salvation of?,The Jews,1,John,4,22,John,4,22
bible-qna,What is of the Jews?,Salvation,1,John,4,22,John,4,22
bible-qna,When is the hour coming?,Now,1,John,4,23,John,4,23
bible-qna,How will true worshipers worship the Father?,In spirit and truth,1,John,4,23,John,4,23
bible-qna,What is the Father seeking?,Such to worship Him,1,John,4,23,John,4,23
bible-qna,Who will worship the Father in spirit and truth?,True worshipers,1,John,4,23,John,4,23
bible-qna,How is God described or called?,Spirit,1,John,4,24,John,4,24
bible-qna,Those who worship Him must worship how?,In spirit and truth,1,John,4,24,John,4,24
bible-qna,Who must worship in spirit and truth?,Those who worship Him,1,John,4,24,John,4,24
bible-qna,"Who is described as ""Spirit""? Be specific.",God,1,John,4,24,John,4,24
bible-qna,Who does the woman say she knows is coming? Be specific.,Messiah,1,John,4,25,John,4,25
bible-qna,What is the Messiah called? Be specific.,Christ,1,John,4,25,John,4,25
bible-qna,What will He (Messiah) do when He comes?,He will tell us all things,1,John,4,25,John,4,25
bible-qna,Who is called Christs? Be specific.,Messiah,1,John,4,25,John,4,25
bible-qna,What did Jesus say to her?,"""I who speak to you am He.""",1,John,4,26,John,4,26
bible-qna,When did His disciples come?,At this point,1,John,4,27,John,4,27
bible-qna,Why did His disciples marvel?,That He talked with a woman,1,John,4,27,John,4,27
bible-qna,Who came and marveled?,His disciples,1,John,4,27,John,4,27
bible-qna,What did the woman leave?,Her waterpot,1,John,4,28,John,4,28
bible-qna,Where did the woman go?,Into the city,1,John,4,28,John,4,28
bible-qna,Who did the woman talk to?,The men,1,John,4,28,John,4,28
bible-qna,Who left her waterpot? Be specific.,The woman,1,John,4,28,John,4,28
bible-qna,What question did the woman ask of the men?,"""Could this be the Christ?""",1,John,4,29,John,4,29
bible-qna,What did the woman invite the men to do?,"""Come""",1,John,4,29,John,4,29
bible-qna,What did the woman invite the men to see?,A Man who told me all things that I ever did,1,John,4,29,John,4,29
bible-qna,Who did the woman say told her all things that she ever did? Be specific.,"""A Man""",1,John,4,29,John,4,29
bible-qna,"Where did ""they"" go?",Out of the city,1,John,4,30,John,4,30
bible-qna,What did they do after they went out of the city?,They came to Him,1,John,4,30,John,4,30
bible-qna,Who did they come to? Be specific.,Him,1,John,4,30,John,4,30
bible-qna,What did they go out of?,The city,1,John,4,30,John,4,30
bible-qna,What did His disciples urge Him to do?,Eat,1,John,4,31,John,4,31
bible-qna,What title did the disciples use for Him?,Rabbi,1,John,4,31,John,4,31
bible-qna,Who urged Him?,His disciples,1,John,4,31,John,4,31
bible-qna,"Who said, ""Rabbit, eat.""",His disciples,1,John,4,31,John,4,31
bible-qna,"What does He have that ""you"" do not know?",Food to eat,1,John,4,32,John,4,32
bible-qna,What does He have to eat?,Food,1,John,4,32,John,4,32
bible-qna,What did the disciples say to one another?,"""Has anyone brought Him anything to eat?""",1,John,4,33,John,4,33
bible-qna,"Who asked, ""Has anyone brought Him anything to eat?""",The disciples,1,John,4,33,John,4,33
bible-qna,"To whom did the disciples say, ""Has anyone brought Him anything to eat?""",One another,1,John,4,33,John,4,33
bible-qna,What did Jesus say His food was?,"To do the will of Him who sent Me, and to finish His work",1,John,4,34,John,4,34
bible-qna,What did Jesus say He wanted to finish?,His work,1,John,4,34,John,4,34
