book,chapter,verse,endVerse,question,answer,points,source,quality,2To3,bigPoints,people,places,names,numbers
Judges,16,20,20,what did Delilah say to Samson?,"The Philistines are upon you, Samson!",1,AYMT,5,False,False,False,False,False,False
Judges,16,20,20,"what Samson awoke, what did he say?","I will go out as before, and shake myself free!",1,AYMT,5,False,False,False,False,False,False
Judges,16,20,20,what did Samson not know?,That the Lord had departed from him,1,AYMT,5,False,False,False,False,False,False
Judges,16,21,21,what did the Philistines do to Samson?,Took him - put out his eyes,1,AYMT,5,False,False,False,False,False,False
Judges,16,21,21,where id the Philistines take Samson?,Down to Gaza,1,AYMT,5,False,False,False,False,False,False
Judges,16,21,21,what did the Philistines bind Samson with in Gaza?,Bronze Fetters,1,AYMT,5,False,False,False,False,False,False
Judges,16,1,1,what did Samson become in prison?,A grinder,1,AYMT,5,False,False,False,False,False,False
Judges,16,22,22,what began to grow after it had been shaven?,The hair of his head,1,AYMT,5,False,False,False,False,False,False
Judges,16,23,23,Now the lords of the Philistines gathered together to do what 2 things?,(1) Offer a great sacrifice (2) to rejoice,2,AYMT,5,True,False,False,False,False,False
Judges,16,23,23,to whom did the lords of the Philistines want to offer a great sacrifice to?,Dagon - their god,1,AYMT,5,False,False,False,False,False,False
Judges,16,24,24,"when the people saw Samson, who did they praise?",Their god,1,AYMT,5,False,False,False,False,False,False
Judges,16,24,24,who did the Philistine say their god had delivered into their hands?,Their enemy,1,AYMT,5,False,False,False,False,False,False
Judges,16,24,24,who did the Philistines say Samson was?,The destroyer of our land,1,AYMT,5,False,False,False,False,False,False
Judges,16,24,24,what did the Philistines say Samson multiplied?,Their dead,1,AYMT,5,False,False,False,False,False,False
Judges,16,25,25,"when their hearts were merry, who did the Philistines call for?",Samson,1,AYMT,5,False,False,False,False,False,False
Judges,16,25,25,why did the Philistine want Samson to come to their festivities?,To perform for them,1,AYMT,5,False,False,False,False,False,False
Judges,16,25,25,"from where did they bring Samson, when they called for him?",The prison,1,AYMT,5,False,False,False,False,False,False
Judges,16,25,25,what did Samson do for them?,Performed for them,1,AYMT,5,False,False,False,False,False,False
Judges,16,25,25,where did they station Samson?,Between the pillars,1,AYMT,5,False,False,False,False,False,False
Judges,16,26,26,who held Samson by the hand?,The lad,1,AYMT,5,False,False,False,False,False,False
Judges,16,26,26,what did Samson ask the lad if he could feel?,The pillars which support the temple,1,AYMT,5,False,False,False,False,False,False
Judges,16,26,26,what did Samson tell the lad was the reason he wanted to feel the pillars which supported the temple?,So he could learn on them,1,AYMT,5,False,False,False,False,False,False
Judges,16,27,27,what was the temple full of?,Men and women,1,AYMT,5,False,False,False,False,False,False
Judges,16,27,27,"specifically, who was in the temple?",All the lords of the Philistines,1,AYMT,5,False,False,False,False,False,False
Judges,16,27,27,about how many men and women were in the temple watching Samson perform?,"3,000 people",1,AYMT,5,False,False,False,False,False,False
Judges,16,27,27,from where in the temple did the men and women watch Samson perform?,The roof,1,AYMT,5,False,False,False,False,False,False
Judges,16,28,28,who did Samson call to while leaning on the pillars of the temple?,The Lord,1,AYMT,5,False,False,False,False,False,False
Judges,16,28,28,what 2 things did Samson ask of the Lord?,(1) Remember me (2) Strengthen me just this once,2,AYMT,5,True,False,False,False,False,False
Judges,16,28,28,what did Samson ask the Lod to strengthen him to do with one blow?,Take vengeance on the Philistines,1,AYMT,5,False,False,False,False,False,False
Judges,16,28,28,for what did Samson want to take vengeance out on the Philistines?,His eyes,1,AYMT,5,False,False,False,False,False,False
Judges,16,29,29,what did Samson take hold of?,The 2 middle pillars,1,AYMT,5,False,False,False,False,False,False
Judges,16,29,29,what did the 2 middle pillars that Samson took hold of - support?,The temple,1,AYMT,5,False,False,False,False,False,False
Judges,16,29,29,what did Samson brace himself against?,The 2 middle pillars,1,AYMT,5,False,False,False,False,False,False
Judges,16,29,29,how did Samson brace himself against the pillars?,"one on his right, the other on his left",1,AYMT,5,False,False,False,False,False,False
Judges,16,30,30,what did Samson say?,Let me die with the Philistines,1,AYMT,5,False,False,False,False,False,False
Judges,16,30,30,"after saying ""Let me lie with the Philisitnes,"" what did Samson do?",Pushed with all his might,1,AYMT,5,False,False,False,False,False,False
Judges,16,30,30,"when Samson pushed with all his might, what fell?",The temple,1,AYMT,5,False,False,False,False,False,False
Judges,16,30,30,who did the temple fall on?,The lords and all the people who were in it,1,AYMT,5,False,False,False,False,False,False
Judges,16,30,30,the dead that Samson killed at his death was more than what?,All he killed in his life,1,AYMT,5,False,False,False,False,False,False
Judges,16,31,31,"after his death, who came and took Samson?",His brothers and all his father's household,1,AYMT,5,False,False,False,False,False,False
Judges,16,31,31,all of Samson's family came and brought him up and buried him where?,In the tomb of his father,1,AYMT,5,False,False,False,False,False,False
Judges,16,31,31,where was the tomb of Samson's father located?,Between Morah and Eshtaol,1,AYMT,5,False,False,False,False,False,False
Judges,16,31,31,who was Samson's father?,Manoah,1,AYMT,5,False,False,False,False,False,False
Judges,16,31,31,how long had Samson judged Israel?,20 years,1,AYMT,5,False,False,False,False,False,False
Judges,17,1,1,what was the name of the certain man from the mountains of Ephraim?,Micah,1,AYMT,5,False,False,False,False,False,False
Judges,17,1,1,from where was the man named Micah?,The mountains of Ephraim,1,AYMT,5,False,False,False,False,False,False
Judges,17,2,2,what was taken from the mother of Micah?,Eleven hundred shekels of silver,1,AYMT,5,False,False,False,False,False,False
Judges,17,2,2,what had Micah's mother put on the eleven hundred shekels of silver that had been taken from her?,A curse,1,AYMT,5,False,False,False,False,False,False
Judges,17,2,2,who did Micah tell his mother took the silver?,He did,1,AYMT,5,False,False,False,False,False,False
Judges,17,2,2,what did Micah give back to his mother?,The eleven hundred shekels of silver that had been stolen,1,AYMT,5,False,False,False,False,False,False
Judges,17,2,2,"who said, and to whom, ""May you be blessed by the Lord, my son!""",Micah's mother to Micah,1,AYMT,5,False,False,False,False,False,False
Judges,17,3,3,what did Micah return to his mother?,The eleven hundred shekels of silver,1,AYMT,5,False,False,False,False,False,False
Judges,17,3,3,what did Micah's mother say she had dedicated to the Lord?,The silver from my hand,1,AYMT,5,False,False,False,False,False,False
Judges,17,3,3,Micah's mother had dedicated the silver in her hand to the Lord to make what for her son?,A carved image,1,AYMT,5,False,False,False,False,False,False
Judges,17,4,4,who returned the silver to Micah's mother?,Micah,1,AYMT,5,False,False,False,False,False,False
Judges,17,4,4,who did Micah's mother give 200 shekels of silver to?,The silversmith,1,AYMT,5,False,False,False,False,False,False
Judges,17,4,4,what did the silversmith use the 200 shekels of silver to make?,A carved image and a molded image,1,AYMT,5,False,False,False,False,False,False
Judges,17,4,4,where were the images placed?,In the house of Micah,1,AYMT,5,False,False,False,False,False,False
Judges,17,4,4,what did Micah have?,A shrine,1,AYMT,5,False,False,False,False,False,False
Judges,17,5,5,what did Micah make?,An ephod and household idols,1,AYMT,5,False,False,False,False,False,False
Judges,17,5,5,who did Micah consecrate to become his priest?,One of his sons,1,AYMT,5,False,False,False,False,False,False
Judges,17,5,5,what did Israel not have in those days?,A king,1,AYMT,5,False,False,False,False,False,False
Judges,17,6,6,what did everyone do in those days?,What was right in his own eyes,1,AYMT,5,False,False,False,False,False,False
Judges,17,7,7,"""now there was a young man from"" - where?",Bethlehem in Judah,1,AYMT,5,False,False,False,False,False,False
Judges,17,7,7,this young man was from what family?,Family of Judah,1,AYMT,5,False,False,False,False,False,False
Judges,17,7,7,what was this young man?,A Levite,1,AYMT,5,False,False,False,False,False,False
Judges,17,8,8,the man departed from the city of Bethlehem in Judah to stay where?,wherever he could find a place,1,AYMT,5,False,False,False,False,False,False
Judges,17,8,8,"as the man journeyed, where did he come to?",(1) The mountains of Ephraim (2) to the house of Micah,2,AYMT,5,True,False,False,False,False,False
Judges,17,9,9,"when Micah asked him where he came from, what was his reply?",(1) I am a Levite from Bethlehem in Judah (2) I am on my way to find a place to stay,2,AYMT,5,True,False,False,False,False,False
Judges,17,10,10,what 2 things did Micah tell the young Levite?,(1) Dwell with me (2) Be a father and priest to me,2,AYMT,5,True,False,False,False,False,False
Judges,17,10,10,what did Micah promise to give to the man in return for his services?,(1) 10 shekels of silver per year (2) a suit of clothes (3) and his sustenance,3,AYMT,5,True,False,False,False,False,False
Judges,17,10,10,how did the Levite respond to Micah's offer?,He went in,1,AYMT,5,False,False,False,False,False,False
Judges,17,11,11,what was the Levite content to do?,Dwell with the man,1,AYMT,5,False,False,False,False,False,False
Judges,17,11,11,what did the young man become?,Like one of his sons to him,1,AYMT,5,False,False,False,False,False,False
Judges,17,12,12,who did Micah consecrate?,The Levite,1,AYMT,5,False,False,False,False,False,False
Judges,17,12,12,what did the young man become to Micah?,His priest,1,AYMT,5,False,False,False,False,False,False
Judges,17,12,12,where did the young man live?,In the house of Micah,1,AYMT,5,False,False,False,False,False,False
Judges,17,13,13,"who said, ""Now I know that the Lord will be good to me, since I have a Levite as priest!""",Micah,1,AYMT,5,False,False,False,False,False,False
Judges,18,1,1,what did Israel not have in those days?,A king,1,AYMT,5,False,False,False,False,False,False
Judges,18,1,1,"in those days, what tribe of Israel was seeking for an inheitance among the tribes of Israel?",The tribe of the Danites,1,AYMT,5,False,False,False,False,False,False
Judges,18,1,1,"in that day, what had not fallen to the tribe of Danites?",Their inheritance among the tribes of Israel,1,AYMT,5,False,False,False,False,False,False
Judges,18,2,2,who did the children of Dan send out to spy out the land?,5 men,1,AYMT,5,False,False,False,False,False,False
Judges,18,2,2,what are we told about these 5 men of Dan?,They were men of valor from Zorah and Eshtaol,1,AYMT,5,False,False,False,False,False,False
Judges,18,2,2,what was to be the job of the 5 chosen men of Dan?,(1) To spy out the land (2) to search it,2,AYMT,5,True,False,False,False,False,False
Judges,18,2,2,where did the 5 men of Dan go?,(1) To the mountains of Ephraim (2) to the house of Micah,2,AYMT,5,True,False,False,False,False,False
Judges,18,2,2,what did the 5 men of Dan do at the house of Micah?,Lodged there,1,AYMT,5,False,False,False,False,False,False
Judges,18,3,3,"while in the house of Micah, what did the 5 men of Dan recognize?",The voice of the young Levite,1,AYMT,5,False,False,False,False,False,False
Judges,18,3,3,the 5 men of Dan turned aside and asked what of the young Levite?,Who brought you here? What are you doing in this place? What do you have here?,1,AYMT,5,False,False,False,False,False,False
Judges,18,4,4,who did the Levite tell the men of Dan had hired him?,Micah,1,AYMT,5,False,False,False,False,False,False
Judges,18,4,4,what had the Levite become in the house of Micah?,His priest,1,AYMT,5,False,False,False,False,False,False
Judges,18,5,5,what did the men of Dan ask the Levite to do for them?,Inquire of God,1,AYMT,5,False,False,False,False,False,False
